Population,Birth rate,Death rate,Life expectancy,GDP per capita,GDP,Density,Year,Years ahead,Target_Growth_Rate
94838,31.304,8.274,67.879,1245.62,110900000.0,261.859,1980,10,4.43809443472026
177264,25.6,5.4,70.4854,14800.0,2529310000.0,9.34896,1990,10,24.975742395523064
47818,,,,,,236.735,1990,10,21.774227278430715
4265172,12.063,11.68,69.902,749.896,3057420000.0,71.3309,2000,10,-10.042760291964779
621442,16.487,7.159,74.627,,,45.0834,1990,10,1.9120046601291834
64113547,21.672,6.466,70.005,4316.55,273000000000.0,82.1696,2000,10,14.1651779147393
117891,35.104,8.641,60.183,2299.07,254036000.0,30.1899,1970,10,38.764621557201146
3875546,16.7,10.0,74.088,3306.22,12814100000.0,10.6114,1970,10,5.424525989370272
4680812,39.366,18.657,46.027,70.8263,331200000.0,169.675,1970,10,20.63453947733855
47479,19.9,7.5,76.1146,,,33.8639,1990,10,-3.831167463510184
4222374,45.447,26.949,36.655,,,16.9079,1970,10,17.76808496831403
15236253,14.92,10.06,65.5171,1229.0,18292000000.0,5.51307,2000,10,9.13337419639855
396053,17.329,3.831,74.74,35269.6,13707400000.0,73.7469,2010,5,6.409243207348511
7583269,29.985,8.348,62.029,1949.35,14250700000.0,16.143,2010,5,14.491177881201367
40636,,,,5396.53,217259000.0,154.842,1990,10,11.873708042130131
11105791,13.069,7.165,76.699,2747.1,30565400000.0,103.598,2000,10,1.6624299881026035
1396989,43.938,15.332,50.725,207.223,274961000.0,3.88546,1970,10,30.942763328845107
2946293,15.304,9.739,73.331,3218.37,9260280000.0,101.065,2010,5,-2.297734814561892
59106,24.099,5.671,69.14,,,328.128,1970,10,5.34801881365682
1956987,30.898,5.587,70.192,2332.13,4614090000.0,26.614,1980,10,25.190816290552775
1984339,9.1,9.3,75.4122,10227.7,20342200000.0,98.755,2000,10,3.676135982813421
364563,40.828,8.483,64.676,908.096,306891000.0,83.8586,1990,10,25.698713253950622
1907023,21.163,7.191,68.64,,,75.6664,1980,10,7.19189018695632
7777010,,,,,,,1980,10,2.7069400707984177
7132438,12.6,6.0,82.978,32550.0,229000000000.0,6689.71,2010,5,3.7490686915189446
75373855,18.154,4.905,73.905,6603.21,487000000000.0,45.2875,2010,5,8.51354358882135
126803861,9.4,7.7,81.0761,38532.0,4890000000000.0,347.992,2000,10,1.0264435086877994
4922963,14.4,9.8,73.3434,3464.46,17075500000.0,116.327,1970,10,4.111934215227699
110286,28.432,4.895,69.262,,,192.839,1980,10,25.367680394610375
23073723,40.715,12.89,52.31,431.515,10154200000.0,29.9239,2010,5,16.33686509975005
16394062,48.15,18.036,46.522,556.836,9129590000.0,13.1511,2000,10,42.51614395504909
31264875,33.349,5.514,68.567,4657.28,139000000000.0,68.4794,2010,5,20.767516262259164
123686321,10.0,6.7,78.8368,25359.3,3130000000000.0,338.829,1990,10,2.520521246646183
38504431,9.9,9.6,73.7488,4492.74,172000000000.0,124.91,2000,10,0.2413280694889375
8898954,44.627,6.927,65.774,1462.63,13062400000.0,48.5949,1980,10,39.44330985416938
59290872,43.13,15.294,52.649,172.458,10027100000.0,75.423,1970,10,35.980555320555915
328328,45.84,15.691,50.615,689.403,212218000.0,165.411,1980,10,31.30741210009503
9893316,17.297,5.53,73.172,2211.83,21473200000.0,62.4894,2000,10,10.125492807467182
6354145,48.103,17.384,49.987,419.789,2666620000.0,25.8517,1990,10,31.20517394551116
5376690,10.2,9.8,73.0512,5402.93,29114900000.0,112.032,2000,10,0.3670287853679494
10306508,33.845,7.172,64.595,357.657,3864170000.0,32.8843,1970,10,28.22681552277454
3777990,44.013,10.301,59.632,1078.81,3968160000.0,32.8741,1980,10,33.75456261133566
6731195,8.1,5.1,80.878,25756.7,172000000000.0,6347.62,2000,10,5.960947498921068
35987541,46.082,16.657,49.043,270.131,9349760000.0,15.2674,1990,10,35.09207811670155
2392530,8.6,13.6,70.3146,3352.73,7937760000.0,38.066,2000,10,-12.162856892076588
2392030,25.33,6.6,73.204,1897.69,4592220000.0,223.445,1990,10,9.204525026860031
18739378,43.226,11.261,58.198,2203.0,42345300000.0,8.07043,1980,10,36.17353788370137
1088486,30.694,6.505,67.186,3656.95,3998960000.0,73.5389,2010,5,10.778916770633707
56326328,13.4,11.7,73.6756,10032.1,565000000000.0,232.771,1980,10,1.569628327271751
8544873,16.5,8.4,70.9036,1494.39,13139900000.0,68.2142,1970,10,8.920846453774093
26176195,31.196,6.286,66.926,1241.64,33400700000.0,24.2456,1980,10,24.545958646778114
4522867,17.8,9.3,70.1342,,,94.3498,1970,10,9.971904988583569
4625141,52.134,25.469,39.756,61.7655,290532000.0,49.8916,1970,10,35.50654996247682
2209731,45.364,19.403,46.046,,,21.5522,1990,10,31.021558732714528
18169,,,,,,320.35,1970,10,17.485827508393417
4281671,49.41,15.919,50.114,436.769,1825290000.0,5.62163,1970,10,33.60293212626566
3599637,9.8,11.1,72.0195,3297.35,11539200000.0,55.8318,2000,10,-12.796234731446532
9795744,15.0,12.5,69.4402,,,127.58,1970,10,4.842062022037326
1213645,16.547,2.327,76.057,20722.1,25713300000.0,1628.43,2010,5,12.235620795207824
113813,19.963,7.248,70.809,3676.44,396261000.0,276.369,2000,10,-3.9582473003962644
982372466,18.21,6.34,66.844,194.805,191000000000.0,104.517,1980,10,17.44061360938021
4494310,14.844,7.711,70.877,,,87.1762,1990,10,-7.007972302756152
10264343,11.4,10.2,77.722,23207.4,238000000000.0,338.549,2000,10,5.978015348863536
108185,14.4,6.0,76.6195,,,310.406,2000,10,-1.8884318528446642
3135123,23.823,6.274,70.937,,,108.878,1980,10,13.441769270296572
1516188,37.583,7.527,65.532,889.238,1351006400.0,20.437,1970,10,29.072845847612566
45461,,,,9836.2,433520000.0,169.515,2000,10,4.271793405336442
3104788,39.458,13.045,52.735,712.92,2545980000.0,7.88589,1980,10,24.484248199877094
37491666,15.2,7.7,75.3493,6191.71,232000000000.0,75.0619,1980,10,3.7294234937439166
44120039,15.2,5.6,71.5976,6516.31,279000000000.0,444.425,1990,10,6.048389939093209
26298773,39.54,10.263,58.472,366.173,12257400000.0,,2000,10,28.29470409132776
16116845,42.314,10.645,57.096,575.446,8979970000.0,57.0366,2010,5,16.13947394790978
2702520,24.665,6.562,67.38,2643.29,7189480000.0,1.75075,2010,5,9.70312893151577
4312834,51.038,18.951,46.852,221.232,919727000.0,161.889,1980,10,27.150569671821362
67705186,34.809,6.899,66.553,3027.38,205000000000.0,34.8576,1980,10,20.700396569326315
164905,36.992,7.195,63.567,,,54.9558,1980,10,1.9896303932567236
55793629,32.183,7.211,63.837,2214.33,125000000000.0,34.6068,1990,10,17.476464920394406
5483793,49.866,17.326,47.829,208.147,1132100000.0,211.797,1990,10,15.023652424517117
17004162,14.613,5.631,78.779,12808.0,219000000000.0,22.948,2010,5,5.092647317756676
8519891,46.105,15.687,51.537,781.863,6740760000.0,18.2383,1980,10,34.162749265219475
6383060,26.591,8.358,64.161,,,73.912,1980,10,16.36794891478382
11355475,37.439,6.801,64.935,1014.45,11561100000.0,12.9203,1970,10,33.9480999253664
322106,23.402,4.597,72.057,4331.43,1396731700.0,14.137,2010,5,11.72440128404935
45461,,,,9836.2,433520000.0,169.515,2000,10,4.271793405336442
7598,,,,,,8.30316,1980,10,54.10634377467755
17517054,28.096,4.854,70.865,2441.74,44024200000.0,54.877,1990,10,30.987493673308308
39215135,22.256,5.189,72.945,2520.48,99886600000.0,35.7188,2000,10,14.282681928801214
126803861,9.4,7.7,81.0761,38532.0,4890000000000.0,347.992,2000,10,1.0264435086877994
92409,16.8,7.4,73.1976,10804.7,969937000.0,195.152,2010,5,7.392137129500373
48410,13.2,7.2,80.5878,48530.2,2320420000.0,34.2507,2010,5,0.8386696963437307
228263,19.8,6.8,76.8466,14844.1,3386500000.0,2.27569,1980,10,11.721566789186157
9785252,16.2,9.7,71.2146,3368.7,32899800000.0,106.736,1980,10,2.2696809443435897
7427836,25.9,6.1,64.827,1237.32,8858010000.0,86.0281,1990,10,10.26545281829055
1656783,25.219,7.453,66.301,,,67.6681,1970,10,15.103969560286409
253575,17.698,8.479,72.222,3408.91,860389000.0,586.963,1980,10,2.0873508823819384
21120042,37.395,12.58,52.964,1211.93,24884500000.0,64.569,2010,5,11.726771187292147
5133419,46.029,14.68,53.812,393.686,1959970000.0,44.1513,1990,10,36.322848378439396
57214630,33.249,8.434,64.572,765.642,42978900000.0,56.3911,1990,10,24.743218648796645
465549,42.085,17.449,48.775,267.468,112119000.0,14.9443,1990,10,47.1331696556109
13375121,52.621,11.833,57.346,482.248,5647120000.0,22.1793,1990,10,39.278739982987815
89101,14.173,6.971,73.787,20620.7,1873450000.0,504.739,2000,10,12.61489770036251
5267970,25.405,7.214,66.657,4439.2,22583200000.0,10.8255,2010,5,9.462107794843174
51589817,12.6,12.1,70.0976,1569.74,81456900000.0,89.5693,1990,10,-5.253094811326816
1127852,28.639,7.744,66.533,5748.67,6235830000.0,211.451,1980,10,12.294698240549291
45737753,26.45,7.289,64.432,682.93,32353400000.0,92.7293,1980,10,20.75016015762733
8582950,16.3,9.1,71.2563,,,76.7384,1970,10,4.63309235169726
64516,27.229,7.326,65.847,,,145.857,1970,10,0.5766011532023064
1396877,9.4,13.2,70.4171,4070.03,5685770000.0,32.9555,2000,10,-4.677720371943987
1283330,12.0,7.3,72.9673,8000.38,10003700000.0,615.961,2010,5,0.7654305595598949
34781986,41.741,15.968,52.146,233.014,8042200000.0,34.6716,1970,10,25.779350264818117
3599637,9.8,11.1,72.0195,3297.35,11539200000.0,55.8318,2000,10,-12.796234731446532
1361999,15.8,11.2,69.9371,,,32.0848,1970,10,8.442296947354587
2124609,45.22,6.72,68.048,,,328.613,1990,10,47.78973448761631
1726985,29.302,13.535,50.629,3522.31,5788330000.0,2.89968,2000,10,21.11651230323367
9307148,15.4,9.1,73.6471,5893.66,56829700000.0,74.8061,1980,10,10.691857484161636
179129,26.38,6.427,65.87,3178.84,538423000.0,16.9208,1970,10,24.911097588888452
39658,15.398,3.40796,,,,176.262,2000,10,36.350799334308334
361575,19.585,3.529,75.905,7076.66,2588180000.0,1219.11,2010,5,20.46795270690728
3875546,16.7,10.0,74.088,3306.22,12814100000.0,10.6114,1970,10,5.424525989370272
15899135,13.0,8.8,77.9878,26149.4,416000000000.0,471.727,2000,10,4.515849447155459
8303809,48.566,15.205,51.072,1266.62,10175600000.0,25.2631,1980,10,43.43465751680945
328328,45.84,15.691,50.615,689.403,212218000.0,165.411,1980,10,31.30741210009503
5453208,45.324,14.453,52.501,338.682,1903999999.0,52.4617,1970,10,28.140481712782638
41100123,18.154,7.708,75.278,10386.0,424000000000.0,14.9043,2010,5,5.248018357511971
2809221,42.004,16.833,49.104,513.305,1440710000.0,4.50534,1990,10,33.81538867892558
11882888,46.253,15.539,50.489,226.476,2628920000.0,42.4267,2000,10,35.630706945988216
517418,29.217,3.386,72.39,8528.98,4229790000.0,718.741,1990,10,37.49850217812291
4367744,49.912,24.687,39.227,304.734,1297410000.0,22.1135,1970,10,30.59073517129209
318333,15.4,6.4,81.8976,43024.9,13683700000.0,3.17248,2010,5,3.9980146576069715
64113547,21.672,6.466,70.005,4316.55,273000000000.0,82.1696,2000,10,14.1651779147393
1153704252,21.06,6.67,69.145,317.885,361000000000.0,120.916,1990,10,9.568727584094923
68755,13.1635,8.29595,,6967.25,493824000.0,94.504,2010,5,1.8209584757472184
311182845,13.0,7.995,78.5415,48466.8,15000000000000.0,33.8157,2010,5,4.314161662735618
45737753,26.45,7.289,64.432,682.93,32353400000.0,92.7293,1980,10,20.75016015762733
705261,36.051,8.774,61.789,379.894,267800000.0,3.58362,1970,10,10.33872566326509
48879755,7.8,15.4,67.6756,635.709,31261500000.0,84.8811,2000,10,-6.539998001217477
30489,,,,,,897.618,2000,10,8.347272786906753
12626507,25.503,5.182,72.761,1445.28,18327800000.0,51.0594,2000,10,18.71521553823239
399212,11.3,7.5,78.3488,11039.1,4306190000.0,1219.02,2000,10,4.895393926034288
4606621,14.0,9.6,70.1795,2467.48,11366000000.0,15.123,1970,10,3.751057445359625
19616530,38.458,12.839,54.404,191.879,3627560000.0,132.206,1990,10,25.197983537353448
50289306,43.029,9.802,61.362,689.795,35520000000.0,26.4891,1970,10,34.63137868715071
55599,22.6,8.4,65.0683,18326.8,1018970000.0,0.162716,1990,10,1.0521771974316085
3485374,15.1,8.9,74.8091,14048.1,49364700000.0,51.0085,1990,10,8.136171326233569
10895063,18.149,6.194,75.041,4141.98,44050900000.0,68.4555,2010,5,6.08271838354675
16116845,42.314,10.645,57.096,575.446,8979970000.0,57.0366,2010,5,16.13947394790978
19017963,13.0,6.7,79.2341,21679.2,415000000000.0,2.49313,2000,10,15.780896197978722
4800426,19.874,9.449,67.452,,,72.0791,1970,10,7.195548895035565
27845,,,,,,,1990,10,9.49542108098402
107480,30.815,7.546,67.59,818.769,82340300.0,257.862,1980,10,4.658541123930034
10895063,18.149,6.194,75.041,4141.98,44050900000.0,68.4555,2010,5,6.08271838354675
3623617,21.102,4.925,76.792,8082.03,29440300000.0,49.0004,2010,5,9.203014557002023
45110527,40.249,9.212,58.584,743.404,32014200000.0,50.0638,2010,5,16.475746337434718
15274351,42.807,14.448,52.572,246.016,3956330000.0,35.8577,1970,10,28.833257792753354
2161433,32.224,10.058,60.268,1172.44,2560790000.0,1.4059,1990,10,13.39602014034208
298084,37.276,7.479,61.215,,,3.30208,1970,10,240.18867164960213
3717922,11.3,7.833,78.4191,26435.7,98381300000.0,419.563,2010,5,-5.9330722914574325
47818,,,,,,236.735,1990,10,21.774227278430715
1014048,29.839,3.654,68.213,42764.5,43598700000.0,14.3552,1980,10,87.38274716778693
19726,14.5,6.5,70.4937,7577.05,144759500.0,41.5326,2000,10,-6.012369461624252
11834676,31.776,16.534,44.649,563.058,6689960000.0,30.7134,2000,10,8.492796929970876
3139954,40.9,4.5,71.022,1476.17,4313600000.0,485.407,2000,10,27.144474091021713
21346,,,,,,357.65,1980,10,8.366907148880353
2099271,30.448,11.342,56.665,5324.62,11282200000.0,2.57367,2010,5,8.737938074693547
2061831,22.1,5.2,68.2794,925.804,1920590000.0,3096.28,1970,10,16.436749665709748
2197383,48.245,18.87,46.568,120.054,253977000.0,38.8954,1970,10,29.158640073214364
138257420,15.9,11.0,67.0339,,,8.48142,1980,10,7.0508215761584445
233668,44.204,8.013,62.453,731.808,168715000.0,8.23673,1980,10,38.73144803738638
11894727,46.603,14.598,50.89,891.699,10657700000.0,9.49185,2010,5,18.878508098588558
4922963,14.4,9.8,73.3434,3464.46,17075500000.0,116.327,1970,10,4.111934215227699
5508297,33.993,9.546,59.265,602.187,3521340000.0,12.9126,2000,10,37.669936824394185
1909177,50.993,13.115,56.052,,,1.21255,1970,10,55.18309721937777
6987767,43.824,11.507,57.272,1081.73,7878700000.0,67.9681,1980,10,30.009772792939433
29726,,,,21028.4,686787810.0,34.3789,2010,5,22.915965821166655
381267,12.9,9.9,75.0104,34645.1,13229200000.0,,1990,10,14.257987184833725
52019,20.3,7.6,70.29,3387.27,186300000.0,1018.52,1970,10,2.9719910032872603
38504431,9.9,9.6,73.7488,4492.74,172000000000.0,124.91,2000,10,0.2413280694889375
429978,35.569,5.561,67.442,1054.39,435104000.0,14.7431,2000,10,25.679453367381587
28449705,42.093,15.732,50.855,384.944,10976200000.0,17.5065,1970,10,35.399168462379485
375112,29.799,7.468,65.575,2211.29,795000000.0,2.30461,1980,10,10.0354027597091
12408996,35.875,4.509,70.553,988.949,12308600000.0,67.7232,1990,10,31.417997072446475
4325388,46.558,25.386,38.563,150.389,649645000.0,59.8471,1990,10,5.980480826228769
154369924,34.703,8.862,62.82,519.534,73952400000.0,184.651,2000,10,25.966569757461304
223752,26.075,6.167,67.488,6340.73,1335300000.0,21.0381,1980,10,20.972773427723553
19878036,39.42,11.583,55.101,1285.26,26143800000.0,43.0311,2010,5,15.76921381971539
5123222,27.054,5.335,69.527,1007.5,5107330000.0,42.1248,2000,10,14.297877390439066
71519,9.8,2.8,,39736.4,3355700000.0,179.679,2010,5,0.3173981739118276
58850043,11.5,10.3,77.7415,27987.8,1650000000000.0,243.428,2000,10,6.643998543892312
3720977,46.601,23.11,40.957,93.6547,322600000.0,5.49075,1970,10,58.35152971921084
3117012,18.294,9.79,72.569,2990.36,9298840000.0,17.7671,1990,10,5.621152565341423
29411929,22.123,3.464,73.917,19262.5,528000000000.0,12.756,2010,5,11.348861205261308
48813042,9.4,5.1,80.1171,22087.0,1090000000000.0,509.816,2010,5,4.468803644730849
18540,11.9,8.1,,10184.5,182863000.0,39.0326,2010,5,-4.023732470334412
3556539,21.768,8.473,67.879,637.855,2256840000.0,124.277,1990,10,-10.909932380890524
10694796,48.88,15.241,50.331,,,19.0122,1990,10,82.73356499740622
3896367,49.736,20.162,44.696,58.5252,219900006.0,152.305,1970,10,34.677559891047224
14944548,13.2,8.6,76.878,21290.9,318000000000.0,442.876,1990,10,6.387526742193876
15351799,16.556,5.335,76.366,5074.9,77860900000.0,20.6344,2000,10,10.76331835767261
4972609,48.107,23.444,41.3,,,19.8251,1980,10,27.78292039450518
56329482,11.3,9.8,73.9432,8429.02,476000000000.0,191.88,1980,10,0.758180236771927
16673586,45.318,13.175,54.253,392.415,7459830000.0,,1980,10,26.49280124863362
7132438,12.6,6.0,82.978,32550.0,229000000000.0,6689.71,2010,5,3.7490686915189446
822534450,33.43,7.6,59.085,113.163,92603000000.0,87.1637,1970,10,19.432379519180017
68865,,,,,,123.33,1990,10,9.724823930879257
10256483,9.4,13.5,68.9122,1276.29,12736900000.0,49.1994,2000,10,-5.119259691650637
32601143,31.2,8.0,62.1634,279.125,8999230000.0,334.24,1970,10,17.08332128109741
11366,,,,,,,1970,10,7.795178602850607
29610,17.4,3.3,76.9707,,,531.893,2000,10,23.12732185072611
1341474,34.932,8.966,59.191,2945.83,3790570000.0,2.27049,1990,10,28.737865959384973
32886,,,,,,163.23,1980,10,45.40533965821322
11910540,43.224,13.193,53.254,905.322,10795900000.0,37.4996,1990,10,41.04876856968701
63066603,14.524,6.877,70.623,2007.74,126000000000.0,123.222,2000,10,8.25141319249429
9893316,17.297,5.53,73.172,2211.83,21473200000.0,62.4894,2000,10,10.125492807467182
4491202,13.2,9.8,78.6341,38146.7,171000000000.0,12.2958,2000,10,8.873771431345105
4492638,13.8,10.0,68.2005,,,78.917,1970,10,4.173628055498796
415257,44.303,18.456,45.464,333.403,135653000.0,8.70824,1980,10,34.481056309707
528731,47.568,24.932,37.868,112.609,52296800.0,45.8903,1970,10,35.90767327809415
55298,16.9,18.3,,,,97.2368,1970,10,15.776339108105175
2400729,17.6,4.9,72.1902,4928.14,11896300000.0,3602.9,1980,10,25.887136782202408
5367179,31.215,8.103,64.0,914.131,4817540000.0,254.347,1990,10,11.017016574256235
25574719,32.385,8.359,61.03,1298.44,32174800000.0,108.902,2010,5,12.888587358476938
3593700,27.338,6.371,70.266,1012.64,2838490000.0,274.002,1990,10,20.228232740629434
33026,12.9,7.3,76.8268,74853.9,2483950000.0,207.4,2000,10,8.780960455398777
23367059,17.973,9.076,65.268,,,190.425,2000,10,5.646307479259585
6173177,56.629,26.05,38.962,418.855,2508520000.0,4.72804,1980,10,35.59706776591697
14718422,40.292,10.789,55.564,478.669,6959660000.0,154.217,2010,5,15.086671655426104
2838110,47.1,14.727,52.339,417.669,1136410000.0,50.0246,1980,10,36.56789201264222
9170786,15.976,8.989,70.0792,,,44.5671,1970,10,7.049243107406497
44120039,15.2,5.6,71.5976,6516.31,279000000000.0,444.425,1990,10,6.048389939093209
530268,21.52,7.348,69.929,,,38.0972,1970,10,11.137009964772531
597192,36.826,20.692,47.125,549.457,323802000.0,2.28709,1970,10,25.433361464989485
8898954,44.627,6.927,65.774,1462.63,13062400000.0,48.5949,1980,10,39.44330985416938
749078,38.258,15.032,55.252,5892.16,4279640000.0,2.81883,1980,10,31.23172753705222
8362829,9.4,9.2,80.5805,46858.0,392000000000.0,101.287,2010,5,3.3432705607157582
23073723,40.715,12.89,52.31,431.515,10154200000.0,29.9239,2010,5,16.33686509975005
96369875,35.116,10.157,58.911,445.023,42327600000.0,11.3797,1970,10,26.894823719549287
2450979,19.307,7.688,62.869,474.217,1136900000.0,1.54318,2000,10,10.262878629315061
16799670,41.069,14.989,49.635,651.306,10717000000.0,51.7442,2000,10,25.717005155458413
98727,31.341,6.225,68.935,1194.54,113564000.0,132.04,1990,10,3.9259776960709836
1932169,48.652,19.725,46.053,,,19.238,1980,10,14.36530655444736
28717731,17.258,4.649,74.493,9040.57,255000000000.0,85.8561,2010,5,8.186935102916035
587207,27.066,8.838,60.884,743.05,439158000.0,14.8498,2000,10,20.147750282268433
597192,36.826,20.692,47.125,549.457,323802000.0,2.28709,1970,10,25.433361464989485
4972609,48.107,23.444,41.3,,,19.8251,1980,10,27.78292039450518
122851984,43.156,17.895,46.267,567.931,69448800000.0,134.264,2000,10,31.01363751683489
441675,22.509,2.133,75.824,15454.1,7360440000.0,41.0231,1990,10,46.247127412690325
311182845,13.0,7.995,78.5415,48466.8,15000000000000.0,33.8157,2010,5,4.314161662735618
156851,,,,,,333.426,1980,10,-0.8957545696234005
12408996,35.875,4.509,70.553,988.949,12308600000.0,67.7232,1990,10,31.417997072446475
62444567,12.9,8.5,81.6634,40638.3,2640000000000.0,118.759,2010,5,2.186262257211264
3117012,18.294,9.79,72.569,2990.36,9298840000.0,17.7671,1990,10,5.621152565341423
168186,33.127,6.6,66.281,772.506,125766000.0,57.5276,1990,10,9.407441760907567
28127,24.9,2.8,74.522,,,579.412,1990,10,5.272513954563231
31608,10.3333,6.53333,,68496.4,2139070000.0,520.483,2010,5,6.207289293849659
5261305,15.1,10.3,70.9327,2395.56,12694500000.0,110.17,1990,10,2.1930870763052135
23132,,,,,,402.083,1990,10,15.956251080753933
982372466,18.21,6.34,66.844,194.805,191000000000.0,104.517,1980,10,17.44061360938021
758106,41.933,16.58,48.492,,,49.6176,1990,10,15.86242557109428
8519891,46.105,15.687,51.537,781.863,6740760000.0,18.2383,1980,10,34.162749265219475
16627837,22.53,8.95,68.2954,9070.49,148000000000.0,6.04581,2010,5,7.265358687362644
13037686,18.3,8.4,73.5856,2927.07,38164700000.0,386.212,1970,10,8.38109615463971
8592656,30.314,9.409,62.452,997.582,8397910000.0,7.77094,2000,10,18.97683323992023
19860,,,,3238.56,78619200.0,51.6511,1970,10,79.31017119838873
983028,37.481,11.111,60.965,6268.95,5952290000.0,3.6849,1990,10,29.491225071920635
8548406,14.5,11.1,77.5368,30196.1,258000000000.0,20.8579,1990,10,3.774235804897428
141424,,,,,,301.486,2000,10,12.696572010408417
45683020,10.8,15.2,70.2654,2965.14,136000000000.0,79.1802,2010,5,-1.5332961787552575
47279086,15.135,8.832,70.2352,,,81.2788,1970,10,5.69984368987167
48616317,45.965,15.955,50.041,405.216,19088000000.0,20.7785,2000,10,36.561675373311395
9131361,47.417,17.005,49.454,351.979,3101300000.0,32.2041,1990,10,30.132715156043005
46788591,13.3,5.2,75.9098,11947.6,562000000000.0,487.333,2000,10,4.326804797348995
57437,34.622,14.091,52.323,279.472,14295300.0,63.1494,1970,10,5.877744311158312
640804,19.107,7.445,72.576,,,66.4089,1970,10,6.011666593841487
242351,45.509,19.293,45.642,,,123.618,1970,10,35.47623075621722
155446,,,,,,327.477,1990,10,-9.020495863515304
418755,9.4,7.3,81.3976,21087.8,8741060000.0,1295.34,2010,5,9.032489164308485
64516,27.229,7.326,65.847,,,145.857,1970,10,0.5766011532023064
32886,,,,,,163.23,1980,10,45.40533965821322
5453208,45.324,14.453,52.501,338.682,1903999999.0,52.4617,1970,10,28.140481712782638
10428525,14.0,10.8,70.8366,2124.84,21650000000.0,50.2317,1990,10,-1.6497251528859547
49390988,19.782,8.858,63.525,979.052,49540800000.0,77.4589,2010,5,4.237536208022403
983028,37.481,11.111,60.965,6268.95,5952290000.0,3.6849,1990,10,29.491225071920635
10449837,29.912,6.167,68.899,1489.53,15239300000.0,36.9561,1990,10,20.829702893930307
8548406,14.5,11.1,77.5368,30196.1,258000000000.0,20.8579,1990,10,3.774235804897428
43054,17.1,7.1,,,,31.0437,1980,10,10.277790681469783
29229572,20.621,5.299,74.41,5082.35,148000000000.0,22.6779,2010,5,5.07120323212396
6932967,49.099,19.739,46.049,282.686,1928720000.0,24.9373,1980,10,31.709281177885313
17658381,37.755,7.063,66.011,10326.9,180000000000.0,39.8269,1990,10,39.47404351508782
8945026,48.769,20.492,45.746,317.389,2681910000.0,6.92508,1990,10,25.646375985939002
12839771,36.464,13.679,50.64,948.332,12041700000.0,32.8234,2010,5,10.242908537854763
60813,36.242,12.216,55.971,652.865,38715600.0,73.2111,1980,10,23.53279726374295
59822450,9.5,9.9,82.0366,35849.4,2130000000000.0,201.528,2010,5,0.6861236876791238
6998023,42.371,12.69,55.391,374.192,2569190000.0,60.89,2000,10,34.976835600568904
536758,37.497,9.501,59.46,645.819,350264000.0,291.433,2000,10,22.21969677210214
28308246,48.075,21.269,42.944,,,28.4151,1970,10,23.446253081169353
7536001,42.678,11.335,57.202,961.574,7237100000.0,39.0916,1990,10,28.77236879347548
6436698,38.675,15.25,49.382,401.835,2578030000.0,88.8838,2010,5,13.64169951736123
5154790,21.626,4.633,70.852,7142.77,38270200000.0,3.04505,2000,10,25.94088216978771
1798997,35.013,10.073,59.837,350.061,596415000.0,56.1181,1990,10,11.096905664656473
12530121,38.306,7.305,64.284,1278.98,16215100000.0,65.8502,2010,5,14.573362858985957
98794,28.061,8.311,65.619,,,277.868,1970,10,-4.004291758608822
66391257,44.855,11.587,56.909,334.022,21565700000.0,28.4792,2010,5,18.47479254685598
4437884,37.109,8.582,60.093,2809.69,12007900000.0,12.5146,2010,5,14.117133300464815
16394062,48.15,18.036,46.522,556.836,9129590000.0,13.1511,2000,10,42.51614395504909
12265305,25.6,9.359,62.2794,,,4.82874,1970,10,15.551223552940591
3875947,41.585,11.973,55.887,431.45,1628430000.0,69.3935,1990,10,29.20803612639698
17973650,20.471,6.325,66.186,,,145.105,1980,10,15.722310159594741
55298,16.9,18.3,,,,97.2368,1970,10,15.776339108105175
21089,20.0,7.7,,4236.73,90098300.0,132.912,1970,10,18.559438569870547
107480,30.815,7.546,67.59,818.769,82340300.0,257.862,1980,10,4.658541123930034
77786703,11.1,12.2,72.6779,12092.4,947000000000.0,224.239,1980,10,2.035685970647194
4508992,37.486,11.679,56.394,778.448,3573960000.0,221.58,1980,10,19.032790477339503
14996879,36.881,9.536,59.656,,,119.678,1970,10,19.849269971438723
8336967,44.21,15.443,51.203,363.482,2995360000.0,33.5371,2000,10,23.19501804433195
1283330,12.0,7.3,72.9673,8000.38,10003700000.0,615.961,2010,5,0.7654305595598949
35987541,46.082,16.657,49.043,270.131,9349760000.0,15.2674,1990,10,35.09207811670155
96708,34.621,6.348,66.889,572.868,53260100.0,129.126,1980,10,2.087728005956074
9828986,12.6,11.5,73.2071,12932.9,128000000000.0,,1980,10,1.328458500195239
642224,38.134,26.71,34.419,,,40.3433,1980,10,18.043860086200453
4494310,14.844,7.711,70.877,,,87.1762,1990,10,-7.007972302756152
28554415,22.236,6.341,68.684,1334.94,38857300000.0,64.5164,2000,10,13.694729869268905
261426,16.7,4.8,77.2591,,,13.6625,2010,5,8.26467145578481
2943356,19.61,2.404,74.358,38577.4,115000000000.0,167.895,2010,5,32.798852738166914
5477086,51.102,20.695,44.123,285.273,1455480000.0,16.0442,1970,10,51.60998019749918
788500,19.049,6.987,76.554,9641.58,5591130000.0,82.967,1990,10,20.258338617628407
21547390,26.375,3.691,72.561,9171.33,190000000000.0,9.61248,2000,10,36.4988010148793
2397414,14.6,11.3,69.8354,,,37.9311,1970,10,7.283806634982527
