Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Uganda,UGA,1996,21202118.0,Uganda,UGA,Sub-Saharan Africa,Low income,49.455,18.577,,6044590000.0,287.388,0.00462595,97.6,43.899,105.264,1.828
Ukraine,UKR,1996,51057189.0,Ukraine,UKR,Europe & Central Asia,Lower middle income,9.2,15.2,3060.37,44558100000.0,872.709,0.0985804,17.4,67.0224,88.1284,7.65
Uruguay,URY,1996,3248035.0,Uruguay,URY,Latin America & Caribbean,High income: nonOECD,17.344,9.508,1636.09,20515500000.0,6317.57,1.84747,17.3,73.854,18.5543,13.274
United States,USA,1996,269394000.0,United States,USA,North America,High income: OECD,14.4,8.8,12854.3,8070000000000.0,29967.7,16.4194,7.7,76.0268,29.4132,5.451
Uzbekistan,UZB,1996,23225000.0,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,27.3,6.2,1827.77,13948900000.0,600.598,0.00428507,57.5,66.494,54.5957,10.7
St. Vincent and the Grenadines,VCT,1996,108075.0,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,22.238,7.013,,331490000.0,3070.03,0.483248,18.9,70.736,276.862,20.859
"Venezuela, RB",VEN,1996,22650102.0,"Venezuela, RB",VEN,Latin America & Caribbean,High income: nonOECD,25.384,5.053,2672.96,70543200000.0,3151.27,0.248261,21.5,71.451,25.3791,11.77
Virgin Islands (U.S.),VIR,1996,108095.0,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income: nonOECD,17.6,5.2,,,,4.64719,,75.759,308.843,9.165
Vietnam,VNM,1996,76372719.0,Vietnam,VNM,East Asia & Pacific,Lower middle income,21.421,5.813,179.837,24657500000.0,324.147,0.000134813,28.2,72.168,233.705,1.93
Vanuatu,VUT,1996,171801.0,Vanuatu,VUT,East Asia & Pacific,Lower middle income,34.319,6.556,,245178000.0,1427.76,0.0568456,25.0,66.414,14.0871,6.53
Samoa,WSM,1996,171283.0,Samoa,WSM,East Asia & Pacific,Lower middle income,31.698,6.615,,249909000.0,1460.05,,20.6,67.491,60.4823,3.496
"Yemen, Rep.",YEM,1996,15889449.0,"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,44.49,10.229,123.406,5785690000.0,374.011,0.000621081,77.9,59.096,29.2995,9.197
South Africa,ZAF,1996,42898520.0,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,24.572,9.498,4705.95,148000000000.0,3494.38,0.841883,45.9,60.595,34.821,29.798
Zambia,ZMB,1996,9394304.0,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,45.307,18.515,685.566,3597220000.0,385.152,0.00906918,104.2,43.735,12.5637,15.3
Zimbabwe,ZWE,1996,11518262.0,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,32.185,13.563,867.326,8553150000.0,741.096,0.0167905,60.4,49.009,29.8338,6.271
Aruba,ABW,1997,85451.0,Aruba,ABW,Latin America & Caribbean,High income: nonOECD,15.598,6.911,,1531940000.0,17927.7,,,73.671,474.728,
Afghanistan,AFG,1997,18381605.0,Afghanistan,AFG,South Asia,Low income,48.833,12.655,,,,,98.4,54.424,29.6497,3.603
Angola,AGO,1997,15088981.0,Angola,AGO,Sub-Saharan Africa,Upper middle income,48.652,18.952,69.3269,7648380000.0,514.295,0.00567375,129.5,45.519,11.9287,21.465
Albania,ALB,1997,3148281.0,Albania,ALB,Europe & Central Asia,Upper middle income,19.173,6.147,694.665,2258520000.0,717.381,0.0485939,26.7,72.838,114.901,18.311
Andorra,AND,1997,64327.0,Andorra,AND,Europe & Central Asia,High income: nonOECD,11.2,,,1180600000.0,18353.1,3.05018,6.7,,136.866,
United Arab Emirates,ARE,1997,2700010.0,United Arab Emirates,ARE,Middle East & North Africa,High income: nonOECD,18.41,2.041,9925.65,78839000000.0,29512.7,3.29559,10.6,73.657,37.6142,1.964
Argentina,ARG,1997,35833969.0,Argentina,ARG,Latin America & Caribbean,High income: nonOECD,20.229,7.898,1848.0,293000000000.0,8213.13,0.28034,19.7,73.029,13.0294,14.82
Armenia,ARM,1997,3133086.0,Armenia,ARM,Europe & Central Asia,Lower middle income,14.092,8.674,1509.05,1639490000.0,523.283,0.111651,31.1,69.912,110.049,10.8
American Samoa,ASM,1997,54941.0,American Samoa,ASM,East Asia & Pacific,Upper middle income,,,,,,,,,276.105,
Antigua and Barbuda,ATG,1997,77739.0,Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,19.879,6.584,,680617000.0,9492.04,3.48054,15.5,73.222,162.964,
Australia,AUS,1997,18517000.0,Australia,AUS,East Asia & Pacific,High income: OECD,13.6,7.0,9291.08,435000000000.0,23468.6,16.3694,5.4,78.4805,2.41035,8.362
Austria,AUT,1997,7968041.0,Austria,AUT,Europe & Central Asia,High income: OECD,10.5,10.0,6620.45,213000000000.0,26705.5,9.53397,5.0,77.3195,96.4888,5.149
Azerbaijan,AZE,1997,7838250.0,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,16.8,6.0,1813.67,3962740000.0,505.564,0.0251879,71.4,65.899,94.1905,9.1
Burundi,BDI,1997,6112097.0,Burundi,BDI,Sub-Saharan Africa,Low income,44.251,16.576,,972896000.0,158.915,0.00797944,103.7,47.226,238.401,2.016
Belgium,BEL,1997,10181245.0,Belgium,BEL,Europe & Central Asia,High income: OECD,11.4,10.2,7701.61,255000000000.0,25027.7,4.93808,5.5,77.3707,,8.956
Benin,BEN,1997,6281639.0,Benin,BEN,Sub-Saharan Africa,Low income,43.564,13.155,47.9174,2268300000.0,361.1,0.0246488,91.8,55.133,55.708,1.06
Burkina Faso,BFA,1997,10665546.0,Burkina Faso,BFA,Sub-Saharan Africa,Low income,46.732,16.287,,2447670000.0,229.493,0.0186864,95.0,49.713,38.9823,2.454
Bangladesh,BGD,1997,123854640.0,Bangladesh,BGD,South Asia,Lower middle income,29.493,7.603,83.7463,48244300000.0,401.499,0.000751046,73.6,63.553,923.105,2.685
Bulgaria,BGR,1997,8312068.0,Bulgaria,BGR,Europe & Central Asia,Upper middle income,7.7,14.7,3970.13,11211500000.0,1348.83,1.21981,15.6,70.3512,75.1339,13.7
Bahrain,BHR,1997,594930.0,Bahrain,BHR,Middle East & North Africa,High income: nonOECD,23.431,3.012,21105.0,6349200000.0,10672.2,1.6463,13.1,73.826,837.931,1.086
"Bahamas, The",BHS,1997,286970.0,"Bahamas, The",BHS,Latin America & Caribbean,High income: nonOECD,20.464,5.623,,6332360000.0,22036.5,1.36295,14.1,71.698,28.7071,9.76
Bosnia and Herzegovina,BIH,1997,3752431.0,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,12.523,8.404,1384.61,3671820000.0,982.802,0.0594256,10.1,72.976,72.9701,22.903
Belarus,BLR,1997,10117000.0,Belarus,BLR,Europe & Central Asia,Upper middle income,8.9,13.5,2953.05,14128400000.0,1396.5,0.0490209,11.9,68.461,49.8768,17.1
Belize,BLZ,1997,221606.0,Belize,BLZ,Latin America & Caribbean,Upper middle income,31.567,6.05,,654314350.0,2952.95,1.28858,22.3,68.858,9.71416,12.68
Bermuda,BMU,1997,60497.0,Bermuda,BMU,North America,High income: nonOECD,,,,2932830000.0,48478.9,24.1893,,,1120.31,
Bolivia,BOL,1997,7870855.0,Bolivia,BOL,Latin America & Caribbean,Lower middle income,31.83,10.258,388.286,7925670000.0,998.515,0.447839,64.3,60.566,7.32711,3.281
Brazil,BRA,1997,167545164.0,Brazil,BRA,Latin America & Caribbean,Upper middle income,21.601,6.339,1762.41,883000000000.0,5282.01,0.786079,36.5,69.061,20.0055,8.158
Barbados,BRB,1997,266945.0,Barbados,BRB,Latin America & Caribbean,High income: nonOECD,14.462,7.468,,2549300000.0,9505.67,0.783429,13.4,76.41,623.691,14.61
Brunei Darussalam,BRN,1997,312038.0,Brunei Darussalam,BRN,East Asia & Pacific,High income: nonOECD,24.625,3.772,7622.82,5197330000.0,16660.4,4.83106,9.1,71.994,59.1951,5.418
Bhutan,BTN,1997,528754.0,Bhutan,BTN,South Asia,Lower middle income,30.441,10.102,,365965000.0,663.329,,66.4,58.236,13.862,1.411
Botswana,BWA,1997,1637635.0,Botswana,BWA,Sub-Saharan Africa,Upper middle income,30.159,12.113,1028.94,5020210000.0,3258.98,0.307747,48.7,52.749,2.71809,21.648
Central African Republic,CAF,1997,3517309.0,Central African Republic,CAF,Sub-Saharan Africa,Low income,41.378,18.63,,937741000.0,276.421,0.0142709,113.0,45.353,5.4455,7.627
Canada,CAN,1997,29987200.0,Canada,CAN,North America,High income: OECD,11.6,7.2,16653.7,653000000000.0,21829.2,15.0724,5.5,78.4317,3.28871,9.101
Switzerland,CHE,1997,7088906.0,Switzerland,CHE,Europe & Central Asia,High income: OECD,11.4,8.9,7341.61,287000000000.0,40418.0,15.1,4.9,79.0795,179.343,4.204
Channel Islands,CHI,1997,145715.0,Channel Islands,CHI,Europe & Central Asia,High income: nonOECD,12.884,9.451,,,,,,78.028,734.207,7.945
Chile,CHL,1997,14694835.0,Chile,CHL,Latin America & Caribbean,High income: OECD,18.421,5.35,2069.36,84952400000.0,5745.37,1.05709,10.3,75.53,19.8865,7.136
China,CHN,1997,1230075000.0,China,CHN,East Asia & Pacific,Upper middle income,16.57,6.51,852.741,962000000000.0,781.744,0.0323949,34.9,70.428,131.023,3.2
Cote d'Ivoire,CIV,1997,15445986.0,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,41.699,14.442,172.035,11722100000.0,774.728,0.0188284,102.0,50.657,47.5807,4.1
Cameroon,CMR,1997,14165423.0,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,42.032,14.805,175.399,10833500000.0,755.24,0.00676874,93.3,51.009,30.3451,8.041
"Congo, Dem. Rep.",COD,1997,43830146.0,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,46.043,16.633,95.3974,6090840000.0,138.974,0.000211213,112.4,49.066,19.3323,2.455
"Congo, Rep.",COG,1997,2962470.0,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,38.307,12.921,129.042,2322720000.0,810.077,0.0034691,71.2,52.016,8.39613,20.447
Colombia,COL,1997,38645411.0,Colombia,COL,Latin America & Caribbean,Upper middle income,23.935,5.357,917.75,107000000000.0,2827.38,0.550521,23.2,71.887,34.0007,12.14
Comoros,COM,1997,501953.0,Comoros,COM,Sub-Saharan Africa,Low income,38.534,9.745,,364446000.0,726.055,0.0,74.7,59.16,269.722,4.61
Cabo Verde,CPV,1997,408175.0,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,31.076,6.908,,490609000.0,1213.6,0.240968,39.3,67.026,100.312,11.194
Costa Rica,CRI,1997,3682725.0,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,21.703,3.904,1359.79,12552100000.0,3375.17,1.64022,12.6,76.948,72.8349,5.681
Cuba,CUB,1997,11013983.0,Cuba,CUB,Latin America & Caribbean,Upper middle income,13.861,7.174,1040.24,25365900000.0,2308.15,0.0682202,7.7,75.964,102.325,7.1
Curacao,CUW,1997,146956.0,Curacao,CUW,Latin America & Caribbean,High income: nonOECD,,,6280.79,,,,,,330.982,
Cayman Islands,CYM,1997,35597.0,Cayman Islands,CYM,Latin America & Caribbean,High income: nonOECD,15.9331,3.42618,,,,,,,150.65,
Cyprus,CYP,1997,891192.0,Cyprus,CYP,Europe & Central Asia,High income: nonOECD,15.023,6.889,2866.95,9547820000.0,14234.2,4.37827,7.0,77.598,96.4491,4.515
Czech Republic,CZE,1997,10304131.0,Czech Republic,CZE,Europe & Central Asia,High income: OECD,8.8,10.9,5660.06,61792200000.0,5996.83,2.9157,5.8,73.8249,133.352,4.271
Germany,DEU,1997,82034771.0,Germany,DEU,Europe & Central Asia,High income: OECD,9.9,10.5,6427.8,2220000000000.0,27045.7,6.71109,4.8,77.0732,235.023,9.863
Djibouti,DJI,1997,660953.0,Djibouti,DJI,Middle East & North Africa,Lower middle income,34.012,10.423,,502676000.0,760.635,0.0829415,84.1,57.022,28.5101,13.544
Dominica,DMA,1997,70753.0,Dominica,DMA,Latin America & Caribbean,Upper middle income,21.5,6.2,,302989000.0,4291.69,,13.1,75.9512,94.132,
Denmark,DNK,1997,5284991.0,Denmark,DNK,Europe & Central Asia,High income: OECD,12.8,11.3,6607.2,174000000000.0,32835.9,11.382,5.0,75.9451,124.558,5.4
Dominican Republic,DOM,1997,8163472.0,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,26.184,6.184,643.214,20017900000.0,2476.11,0.142688,36.2,68.677,167.344,6.524
Algeria,DZA,1997,29886839.0,Algeria,DZA,Middle East & North Africa,Upper middle income,22.187,5.257,575.699,48177900000.0,1619.81,0.0102685,35.5,69.323,12.4879,25.43
Ecuador,ECU,1997,11924993.0,Ecuador,ECU,Latin America & Caribbean,Upper middle income,26.981,5.382,654.732,28162100000.0,2356.37,0.110218,29.0,71.716,43.171,4.988
"Egypt, Arab Rep.",EGY,1997,66151117.0,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,27.352,6.879,842.15,78436600000.0,1208.72,0.0904802,44.1,67.68,65.1889,8.37
Eritrea,ERI,1997,3161350.0,Eritrea,ERI,Sub-Saharan Africa,Low income,32.634,12.797,84.2756,686490000.0,312.726,0.00901772,65.0,53.548,21.7344,6.556
Spain,ESP,1997,40057389.0,Spain,ESP,Europe & Central Asia,High income: OECD,9.2,8.7,4324.42,589000000000.0,14696.2,2.80332,4.9,78.6041,80.2046,20.698
Estonia,EST,1997,1399535.0,Estonia,EST,Europe & Central Asia,High income: OECD,9.0,13.3,4811.6,5066240000.0,3619.95,5.70628,10.9,69.8098,33.0157,10.369
Ethiopia,ETH,1997,60976450.0,Ethiopia,ETH,Sub-Saharan Africa,Low income,45.564,15.44,23.9384,8589210000.0,141.509,0.00496672,97.5,50.32,60.6974,3.492
Finland,FIN,1997,5139835.0,Finland,FIN,Europe & Central Asia,High income: OECD,11.5,9.6,14454.9,127000000000.0,24676.5,19.4587,3.9,76.8785,16.8746,14.967
Fiji,FJI,1997,792860.0,Fiji,FJI,East Asia & Pacific,Upper middle income,25.948,6.88,,2093990000.0,2641.48,0.223455,20.2,65.246,43.39,4.031
France,FRA,1997,59964851.0,France,FRA,Europe & Central Asia,High income: OECD,12.7,9.1,6833.14,1450000000000.0,24228.9,4.255,4.8,78.3049,109.512,12.566
Faroe Islands,FRO,1997,46251.0,Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,15.1,8.6,,,,4.6013,,77.8244,32.8052,
Gabon,GAB,1997,1142324.0,Gabon,GAB,Sub-Saharan Africa,Upper middle income,34.651,11.282,856.889,5326820000.0,4667.17,0.047999,56.8,59.479,4.42946,17.212
United Kingdom,GBR,1997,58316954.0,United Kingdom,GBR,Europe & Central Asia,High income: OECD,12.5,10.8,5831.96,1550000000000.0,26641.0,7.3854,5.9,77.211,241.049,7.072
Georgia,GEO,1997,4531600.0,Georgia,GEO,Europe & Central Asia,Lower middle income,13.269,11.132,1331.52,3510440000.0,807.015,0.0609303,36.9,69.613,76.1033,11.5
Ghana,GHA,1997,17608812.0,Ghana,GHA,Sub-Saharan Africa,Lower middle income,36.986,10.421,386.789,6891310000.0,384.796,0.0275375,69.7,57.187,78.707,7.601
Guinea,GIN,1997,8337988.0,Guinea,GIN,Sub-Saharan Africa,Low income,45.523,15.648,,3783790000.0,493.833,0.00380311,112.7,51.616,31.1821,4.393
"Gambia, The",GMB,1997,1128169.0,"Gambia, The",GMB,Sub-Saharan Africa,Low income,43.978,12.158,,803631000.0,669.399,0.0513113,67.6,54.715,118.629,10.321
Guinea-Bissau,GNB,1997,1179727.0,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,43.021,16.065,,268551000.0,237.129,0.0163891,113.8,49.301,40.2742,4.492
Equatorial Guinea,GNQ,1997,544636.0,Equatorial Guinea,GNQ,Sub-Saharan Africa,High income: nonOECD,41.438,14.666,,442338000.0,824.55,0.0414623,114.5,52.112,19.1251,7.611
Greece,GRC,1997,10661259.0,Greece,GRC,Europe & Central Asia,High income: OECD,9.6,9.4,3989.12,143000000000.0,13427.8,1.84963,6.7,78.1366,82.7095,9.577
Grenada,GRD,1997,101122.0,Grenada,GRD,Latin America & Caribbean,Upper middle income,20.213,7.233,,392191000.0,3861.4,0.990884,14.2,71.964,298.726,
Greenland,GRL,1997,56000.0,Greenland,GRL,Europe & Central Asia,High income: nonOECD,19.6,8.8,,1072150000.0,19145.5,7.9545,,65.798,0.136436,
Guatemala,GTM,1997,10887634.0,Guatemala,GTM,Latin America & Caribbean,Lower middle income,36.883,6.828,240.548,17790000000.0,1633.97,0.095476,45.4,66.257,101.602,2.929
Guam,GUM,1997,150303.0,Guam,GUM,East Asia & Pacific,High income: nonOECD,22.967,4.541,,,,2.34457,,73.93,278.339,9.67
Guyana,GUY,1997,760510.0,Guyana,GUY,Latin America & Caribbean,Lower middle income,27.208,7.92,,749138000.0,988.348,0.131828,39.6,64.468,3.8505,11.975
"Hong Kong SAR, China",HKG,1997,6489300.0,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income: nonOECD,9.1,4.9,4968.49,177000000000.0,27330.0,10.5188,,80.1268,6180.29,2.22
Honduras,HND,1997,6028882.0,Honduras,HND,Latin America & Caribbean,Lower middle income,35.959,5.598,414.013,5737100000.0,948.956,0.170996,34.2,69.676,54.0325,3.32
Croatia,HRV,1997,4572000.0,Croatia,HRV,Europe & Central Asia,High income: nonOECD,12.2,11.5,2609.97,23822100000.0,5253.03,1.72961,8.0,72.4951,81.0096,9.71
Haiti,HTI,1997,8111951.0,Haiti,HTI,Latin America & Caribbean,Low income,33.191,11.746,42.0883,3338940000.0,415.77,,81.5,56.393,291.391,7.186
Hungary,HUN,1997,10290486.0,Hungary,HUN,Europe & Central Asia,High income: OECD,9.8,13.5,3188.38,47290200000.0,4595.52,1.94245,9.9,70.7024,114.593,8.99
Indonesia,IDN,1997,202826465.0,Indonesia,IDN,East Asia & Pacific,Lower middle income,22.103,7.531,331.298,216000000000.0,1063.71,0.19491,46.5,64.954,111.962,4.68
Isle of Man,IMN,1997,70869.0,Isle of Man,IMN,Europe & Central Asia,High income: nonOECD,,,,1180920000.0,15990.8,,,,129.561,
India,IND,1997,997405318.0,India,IND,South Asia,Lower middle income,27.789,9.179,375.485,416000000000.0,415.494,0.0707678,73.5,61.233,336.642,2.63
Ireland,IRL,1997,3674171.0,Ireland,IRL,Europe & Central Asia,High income: OECD,14.4,8.6,4976.63,82826100000.0,22542.8,4.08826,6.1,75.9854,53.3339,10.203
"Iran, Islamic Rep.",IRN,1997,62710557.0,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,19.528,5.19,1328.97,114000000000.0,1804.34,0.0467561,32.6,69.139,38.7634,9.741
Iraq,IRQ,1997,21509291.0,Iraq,IRQ,Middle East & North Africa,Upper middle income,36.63,5.798,1360.1,,,,37.5,68.936,49.0193,9.481
Iceland,ISL,1997,271128.0,Iceland,ISL,Europe & Central Asia,High income: OECD,15.3,6.8,18957.8,7580990000.0,27960.9,27.4789,3.7,78.8854,2.70452,3.72
Israel,ISR,1997,5836000.0,Israel,ISR,Middle East & North Africa,High income: OECD,21.4,6.2,5488.52,115000000000.0,19640.6,4.39941,6.4,78.0,269.686,9.751
Italy,ITA,1997,56890372.0,Italy,ITA,Europe & Central Asia,High income: OECD,9.4,9.8,4791.29,1240000000000.0,21779.6,2.27674,5.6,78.8244,193.432,11.999
Jamaica,JAM,1997,2586827.0,Jamaica,JAM,Latin America & Caribbean,Upper middle income,22.887,6.264,2159.13,8375080000.0,3241.23,0.797797,20.7,74.172,238.589,16.35
Jordan,JOR,1997,4832267.0,Jordan,JOR,Middle East & North Africa,Upper middle income,32.72,4.314,1159.94,7246190000.0,1494.51,0.599341,24.5,71.219,54.9472,13.822
Japan,JPN,1997,126057000.0,Japan,JPN,East Asia & Pacific,High income: OECD,9.5,7.3,7991.0,4410000000000.0,35021.7,9.16308,3.8,80.4241,345.835,3.4
Kazakhstan,KAZ,1997,15333703.0,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,15.15,10.44,3173.79,22165900000.0,1445.57,0.0645968,42.6,64.4634,5.67978,13.01
Kenya,KEN,1997,28954114.0,Kenya,KEN,Sub-Saharan Africa,Lower middle income,40.282,12.197,125.409,13115800000.0,445.877,0.0344061,69.5,52.014,51.6844,9.887
Kyrgyz Republic,KGZ,1997,4696400.0,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,21.6,7.3,1802.87,1767860000.0,376.43,,48.6,66.8927,24.4859,7.5
Cambodia,KHM,1997,11295880.0,Cambodia,KHM,East Asia & Pacific,Low income,31.309,10.669,24.2508,3443410000.0,304.765,0.00584491,86.7,56.212,64.0075,2.498
Kiribati,KIR,1997,80184.0,Kiribati,KIR,East Asia & Pacific,Lower middle income,32.255,8.521,,67537500.0,842.25,,57.8,62.188,98.9963,
St. Kitts and Nevis,KNA,1997,43846.0,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income: nonOECD,20.5,12.3,,374640000.0,8742.25,2.25856,21.7,70.0363,164.823,
"Korea, Rep.",KOR,1997,45953580.0,"Korea, Rep.",KOR,East Asia & Pacific,High income: OECD,14.4,5.2,4651.63,558000000000.0,12131.9,3.6008,7.7,74.6024,476.4,2.608
Kuwait,KWT,1997,1715314.0,Kuwait,KWT,Middle East & North Africa,High income: nonOECD,23.008,2.497,13906.7,30354400000.0,17748.5,2.17454,11.6,72.931,95.974,0.7
Lebanon,LBN,1997,3092670.0,Lebanon,LBN,Middle East & North Africa,Upper middle income,24.143,5.122,2119.77,15751900000.0,4305.64,1.24108,19.8,73.046,357.617,8.62
Liberia,LBR,1997,2358469.0,Liberia,LBR,Sub-Saharan Africa,Low income,43.737,16.454,,,,0.00448944,149.2,49.963,24.1508,2.671
Libya,LBY,1997,5117269.0,Libya,LBY,Middle East & North Africa,Upper middle income,22.975,4.665,1802.85,30698600000.0,5998.16,,26.5,70.352,2.90872,20.75
St. Lucia,LCA,1997,151086.0,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,22.033,6.713,,721068000.0,4778.04,0.992168,16.0,72.759,247.398,20.47
Liechtenstein,LIE,1997,31838.0,Liechtenstein,LIE,Europe & Central Asia,High income: nonOECD,13.9,7.4,,2298410000.0,72208.9,,,76.0463,198.938,
Sri Lanka,LKA,1997,18476505.0,Sri Lanka,LKA,South Asia,Lower middle income,18.604,7.488,229.821,15091900000.0,817.064,0.162465,15.9,69.419,294.545,10.6
Lesotho,LSO,1997,1810453.0,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,31.107,13.189,,997996000.0,507.1,0.00558443,80.7,52.728,64.8236,37.94
Lithuania,LTU,1997,3575137.0,Lithuania,LTU,Europe & Central Asia,High income: nonOECD,10.6,11.5,2727.73,10120300000.0,2830.74,0.978422,9.8,70.909,57.0379,14.13
Luxembourg,LUX,1997,419450.0,Luxembourg,LUX,Europe & Central Asia,High income: OECD,13.1,9.4,15134.1,19731900000.0,47042.3,7.1427,4.6,76.8805,,2.527
Latvia,LVA,1997,2432851.0,Latvia,LVA,Europe & Central Asia,High income: nonOECD,7.7,13.8,2056.44,6525680000.0,2682.32,2.05345,14.3,69.3493,39.1159,14.9
"Macao SAR, China",MAC,1997,401564.0,"Macao SAR, China",MAC,East Asia & Pacific,High income: nonOECD,11.133,3.937,,7211260000.0,17967.4,2.36413,,79.573,20067.6,3.2
St. Martin (French part),MAF,1997,31304.0,St. Martin (French part),MAF,Latin America & Caribbean,High income: nonOECD,18.4,3.0,,,,,,76.3707,494.651,
Morocco,MAR,1997,27825901.0,Morocco,MAR,Middle East & North Africa,Lower middle income,23.677,6.54,451.169,39147800000.0,1396.77,0.0216352,47.3,67.508,62.1881,13.728
Monaco,MCO,1997,31251.0,Monaco,MCO,Europe & Central Asia,High income: nonOECD,,,,2840180000.0,90798.7,,4.7,,15640.0,
Moldova,MDA,1997,3654208.0,Moldova,MDA,Europe & Central Asia,Lower middle income,13.001,11.575,1863.06,1930080000.0,528.18,0.0281288,31.0,66.722,127.072,7.9
Madagascar,MDG,1997,14347854.0,Madagascar,MDG,Sub-Saharan Africa,Low income,42.998,11.666,,3545780000.0,247.129,0.0143336,78.8,56.239,24.6722,5.797
Maldives,MDV,1997,264275.0,Maldives,MDV,South Asia,Upper middle income,26.094,5.497,,508224000.0,1926.24,0.309444,41.6,67.644,879.473,1.169
Mexico,MEX,1997,97281739.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,25.148,4.906,1528.18,500000000000.0,5289.17,0.627312,25.9,73.268,48.6695,4.055
Marshall Islands,MHL,1997,51692.0,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,,,,106289099.0,2106.82,,32.9,,280.278,
"Macedonia, FYR",MKD,1997,1999599.0,North Macedonia,MKD,Europe & Central Asia,Upper middle income,14.168,8.176,2995.1,3928980000.0,1964.88,0.503985,17.5,72.55,78.6315,36.0
Mali,MLI,1997,10114094.0,Mali,MLI,Sub-Saharan Africa,Low income,48.783,19.421,,2697110000.0,267.189,0.0100859,108.7,46.823,8.27278,3.3
Malta,MLT,1997,382791.0,Malta,MLT,Middle East & North Africa,High income: nonOECD,12.7,7.5,3827.15,3705370000.0,9679.88,3.92061,7.5,77.739,1196.22,6.406
Myanmar,MMR,1997,44371525.0,Myanmar,MMR,East Asia & Pacific,Lower middle income,24.954,10.126,64.4721,,,,69.7,59.101,68.8974,1.167
Montenegro,MNE,1997,609520.0,Montenegro,MNE,Europe & Central Asia,Upper middle income,14.268,9.048,,,,,13.5,73.607,45.3175,30.098
Mongolia,MNG,1997,2335695.0,Mongolia,MNG,East Asia & Pacific,Upper middle income,21.532,8.352,1057.91,1180930000.0,505.594,0.112743,58.0,61.73,1.50347,5.91
Northern Mariana Islands,MNP,1997,62528.0,Northern Mariana Islands,MNP,East Asia & Pacific,High income: nonOECD,,,,,,,,,108.817,
Mozambique,MOZ,1997,16701351.0,Mozambique,MOZ,Sub-Saharan Africa,Low income,45.001,17.592,54.4606,4227270000.0,257.805,0.0118426,132.4,47.826,20.8515,2.7
Mauritania,MRT,1997,2471598.0,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,38.564,9.358,,1401950000.0,576.088,0.00417253,69.7,60.545,2.36108,12.217
Mauritius,MUS,1997,1148284.0,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,17.4,7.0,1108.61,4187370000.0,3646.63,0.475629,19.8,70.4049,565.657,9.381
Malawi,MWI,1997,10381862.0,Malawi,MWI,Sub-Saharan Africa,Low income,44.276,18.402,,2663230000.0,259.45,0.00466852,113.0,45.479,108.877,8.362
Malaysia,MYS,1997,21565325.0,Malaysia,MYS,East Asia & Pacific,Upper middle income,24.827,4.59,2471.9,100000000000.0,4637.87,2.30739,10.7,72.11,65.6302,2.45
Namibia,NAM,1997,1758994.0,Namibia,NAM,Sub-Saharan Africa,Upper middle income,33.28,10.806,990.558,4102650000.0,2416.12,0.0587507,47.1,55.806,2.0625,24.45
New Caledonia,NCL,1997,201418.0,New Caledonia,NCL,East Asia & Pacific,High income: nonOECD,22.3,5.0,,3291490000.0,16341.6,0.989335,,71.739,11.0185,18.286
Niger,NER,1997,10180061.0,Niger,NER,Sub-Saharan Africa,Low income,54.314,18.977,,1845600000.0,181.329,0.00200877,107.1,47.97,8.03521,1.439
