Country,Year,Population,Next Population,Growth Rate,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Kiribati,2000,88826,107995.0,0.2158039312813816,KIR,East Asia & Pacific,Lower middle income,30.579,7.918,,67254200.0,796.888,1.78523,53.8,63.144,104.193,
Kiribati,2010,107995,116707.0,0.08067040140747257,KIR,East Asia & Pacific,Lower middle income,29.605,7.031,,156121000.0,1516.81,9.07,49.4,65.769,127.07,
Kiribati,2015,116707,,,KIR,East Asia & Pacific,Lower middle income,28.98,6.578,,171118000.0,1542.58,12.9975,44.6,67.291,136.951,
Kuwait,1970,802786,1493870.0,0.8608570652701966,KWT,Middle East & North Africa,High income: nonOECD,48.385,6.221,,2873980000.0,3860.55,,52.8,65.715,41.7761,
Kuwait,1980,1493870,1674938.0,0.12120733397149686,KWT,Middle East & North Africa,High income: nonOECD,37.416,3.934,6064.98,28638600000.0,20924.3,,29.5,69.693,76.8057,
Kuwait,1990,1674938,1934901.0,0.15520753604013998,KWT,Middle East & North Africa,High income: nonOECD,23.225,2.537,8222.99,18427800000.0,8794.63,0.0,15.0,72.15,117.584,
Kuwait,2000,1934901,2943356.0,0.5211920403162745,KWT,Middle East & North Africa,High income: nonOECD,22.817,2.551,14066.1,37711900000.0,18439.9,6.7314,10.6,73.142,114.766,0.8
Kuwait,2010,2943356,3908743.0,0.3279885273816691,KWT,Middle East & North Africa,High income: nonOECD,19.61,2.404,16757.3,115000000000.0,38577.4,61.4,8.9,74.358,167.895,1.82
Kuwait,2015,3908743,,,KWT,Middle East & North Africa,High income: nonOECD,16.086,2.451,,115000000000.0,29869.5,72.0,7.3,75.13,215.241,2.2
Latvia,1970,2397414,2572037.0,0.07283806634982527,LVA,Europe & Central Asia,High income: nonOECD,14.6,11.3,,,,,,69.8354,37.9311,
Latvia,1980,2572037,2689391.0,0.045626870842060206,LVA,Europe & Central Asia,High income: nonOECD,14.1,12.8,,,,,15.3,68.8085,40.3836,
Latvia,1990,2689391,2392530.0,-0.1103822389529823,LVA,Europe & Central Asia,High income: nonOECD,14.2,13.1,3396.73,,,0.0,13.2,69.2732,42.8187,
Latvia,2000,2392530,2101530.0,-0.12162856892076589,LVA,Europe & Central Asia,High income: nonOECD,8.6,13.6,2082.32,7937760000.0,3352.73,6.31906,11.5,70.3146,38.066,14.211
Latvia,2010,2101530,1991955.0,-0.05214058328931778,LVA,Europe & Central Asia,High income: nonOECD,9.4,14.3,3229.95,23757400000.0,11326.2,68.42,6.5,73.4829,33.7011,19.482
Latvia,2015,1991955,,,LVA,Europe & Central Asia,High income: nonOECD,11.1,14.4,,26972900000.0,13639.7,79.2006,4.2,74.4805,31.8033,9.873
Lebanon,1970,2381791,2963702.0,0.24431656681883507,LBN,Middle East & North Africa,Upper middle income,32.326,8.091,,,,,47.1,66.067,224.578,
Lebanon,1980,2963702,3593700.0,0.21257130440239944,LBN,Middle East & North Africa,Upper middle income,29.364,7.218,979.942,,,,39.4,67.952,253.072,
Lebanon,1990,3593700,4320642.0,0.20228232740629434,LBN,Middle East & North Africa,Upper middle income,27.338,6.371,499.457,2838490000.0,1012.64,0.0,26.8,70.266,274.002,
Lebanon,2000,4320642,4995800.0,0.15626335160376628,LBN,Middle East & North Africa,Upper middle income,21.119,4.621,2513.55,17260400000.0,4491.64,7.95274,17.0,74.507,375.638,8.391
Lebanon,2010,4995800,6398940.0,0.28086392569758595,LBN,Middle East & North Africa,Upper middle income,16.281,3.9,3046.2,38419600000.0,7756.74,43.68,8.8,78.36,484.17,6.462
Lebanon,2015,6398940,,,LBN,Middle East & North Africa,Upper middle income,17.737,4.109,,49973900000.0,7649.83,74.0,7.1,78.768,638.58,6.233
Lesotho,1970,1023481,1407672.0,0.37537677787863183,LSO,Sub-Saharan Africa,Lower middle income,44.232,16.751,,68738600.0,66.8062,,133.6,50.584,33.8908,
Lesotho,1980,1407672,1798997.0,0.2779944475701726,LSO,Sub-Saharan Africa,Lower middle income,42.398,12.455,,431561000.0,321.999,,95.6,56.702,44.1454,
Lesotho,1990,1798997,1998630.0,0.11096905664656473,LSO,Sub-Saharan Africa,Lower middle income,35.013,10.073,,596415000.0,350.061,0.0,72.0,59.837,56.1181,
Lesotho,2000,1998630,2022747.0,0.012066765734528152,LSO,Sub-Saharan Africa,Lower middle income,30.952,16.21,,887295000.0,436.488,0.211806,85.4,47.691,66.9567,36.147
Lesotho,2010,2022747,2118521.0,0.04734848203952348,LSO,Sub-Saharan Africa,Lower middle income,29.042,19.325,,2361610000.0,1183.42,3.86,77.4,45.1,65.7306,27.194
Lesotho,2015,2118521,,,LSO,Sub-Saharan Africa,Lower middle income,27.799,15.75,,2510310000.0,1219.18,25.0,71.2,51.038,67.8202,24.298
Liberia,1970,1463563,1932169.0,0.32018163891817436,LBR,Sub-Saharan Africa,Low income,48.57,24.867,,,,,191.9,39.338,14.5425,
Liberia,1980,1932169,2209731.0,0.1436530655444736,LBR,Sub-Saharan Africa,Low income,48.652,19.725,,,,,161.8,46.053,19.238,
Liberia,1990,2209731,2895224.0,0.31021558732714527,LBR,Sub-Saharan Africa,Low income,45.364,19.403,,,,0.0,174.7,46.046,21.5522,
Liberia,2000,2895224,4019956.0,0.3884784044343374,LBR,Sub-Saharan Africa,Low income,42.914,14.973,,874000000.0,306.833,0.0177027,126.0,51.734,29.5728,2.772
Liberia,2010,4019956,4612329.0,0.14735808053620486,LBR,Sub-Saharan Africa,Low income,37.053,9.662,,1997999999.0,513.446,2.3,69.8,59.6,40.4003,2.266
Liberia,2015,4612329,,,LBR,Sub-Saharan Africa,Low income,34.297,8.213,,3177000000.0,710.384,33.0,58.5,62.269,46.431,2.184
Libya,1970,1909177,2962720.0,0.5518309721937777,LBY,Middle East & North Africa,Upper middle income,50.993,13.115,,,,,95.1,56.052,1.21255,
Libya,1980,2962720,4236983.0,0.43009903062051086,LBY,Middle East & North Africa,Upper middle income,40.304,7.332,1120.06,,,,56.9,64.185,1.82972,
Libya,1990,4236983,5154790.0,0.21661805109909574,LBY,Middle East & North Africa,Upper middle income,29.381,5.157,1576.86,28901800000.0,6514.32,0.0,35.5,68.503,2.52149,
Libya,2000,5154790,6491988.0,0.2594088216978771,LBY,Middle East & North Africa,Upper middle income,21.626,4.633,2221.77,38270200000.0,7142.77,0.187043,24.2,70.852,3.04505,20.661
Libya,2010,6491988,6192235.0,-0.046172759407441914,LBY,Middle East & North Africa,Upper middle income,21.928,4.8,3361.75,74773400000.0,12064.8,14.0,14.3,72.044,3.52232,17.617
Libya,2015,6192235,,,LBY,Middle East & North Africa,Upper middle income,20.465,5.111,,27842100000.0,4337.92,19.0161,11.4,72.121,3.64772,16.095
Lithuania,1970,3210147,3521206.0,0.0968986778487091,LTU,Europe & Central Asia,High income: nonOECD,17.7,8.9,,,,,18.1,70.8044,50.0908,
Lithuania,1980,3521206,3785847.0,0.07515635268143926,LTU,Europe & Central Asia,High income: nonOECD,15.2,10.5,,,,,16.1,70.4822,54.4544,
Lithuania,1990,3785847,3599637.0,-0.049185822881907273,LTU,Europe & Central Asia,High income: nonOECD,15.4,10.8,4023.43,,,0.0,11.9,71.1607,58.9955,
Lithuania,2000,3599637,3139019.0,-0.12796234731446532,LTU,Europe & Central Asia,High income: nonOECD,9.8,11.1,2516.91,11539200000.0,3297.35,6.42707,8.5,72.0195,55.8318,15.931
Lithuania,2010,3139019,2963765.0,-0.055830818481825056,LTU,Europe & Central Asia,High income: nonOECD,9.9,13.6,3470.79,37120500000.0,11984.9,62.12,4.8,73.2683,49.4181,17.814
Lithuania,2015,2963765,,,LTU,Europe & Central Asia,High income: nonOECD,10.8,14.4,,41516700000.0,14291.9,71.378,4.0,74.322,46.3673,9.12
Luxembourg,1970,339342,363741.0,0.07190091412203617,LUX,Europe & Central Asia,High income: OECD,13.0,12.2,10649.5,1509160000.0,4449.54,,19.0,69.9835,,
Luxembourg,1980,363741,381267.0,0.048182635446650225,LUX,Europe & Central Asia,High income: OECD,11.4,11.3,10784.0,6232010000.0,17113.8,,11.3,72.0726,,
Luxembourg,1990,381267,435628.0,0.14257987184833726,LUX,Europe & Central Asia,High income: OECD,12.9,9.9,13667.7,13229200000.0,34645.1,0.0,7.2,75.0104,,
Luxembourg,2000,435628,507070.0,0.16399772282773376,LUX,Europe & Central Asia,High income: OECD,13.1,8.6,15668.1,21263500000.0,48736.0,22.8873,3.9,77.8732,179.547,2.345
Luxembourg,2010,507070,569408.0,0.12293766146685862,LUX,Europe & Central Asia,High income: OECD,11.6,7.4,16830.0,53212500000.0,104965.0,90.62,2.4,80.6317,208.623,4.361
Luxembourg,2015,569408,,,LUX,Europe & Central Asia,High income: OECD,10.7,7.0,,57204400000.0,100428.0,96.38,2.1,82.2927,234.405,6.669
Madagascar,1970,6639751,8948162.0,0.34766529648476274,MDG,Sub-Saharan Africa,Low income,48.047,20.646,,1111860000.0,169.071,,92.7,44.771,11.3084,
Madagascar,1980,8948162,11882762.0,0.32795561814817387,MDG,Sub-Saharan Africa,Low income,46.21,17.026,,4042140000.0,463.731,,104.9,49.005,14.9887,
Madagascar,1990,11882762,16216431.0,0.3647021626790135,MDG,Sub-Saharan Africa,Low income,44.339,15.153,,3081480000.0,265.676,0.0,97.4,51.003,19.9447,
Madagascar,2000,16216431,21731053.0,0.34006385252094,MDG,Sub-Saharan Africa,Low income,41.275,10.199,,3877670000.0,245.939,0.196395,68.6,58.485,27.1122,5.8
Madagascar,2010,21731053,24850912.0,0.14356685798888807,MDG,Sub-Saharan Africa,Low income,35.204,7.375,,8729940000.0,412.731,1.7,46.0,63.388,36.3718,4.28
Madagascar,2015,24850912,,,MDG,Sub-Saharan Africa,Low income,33.392,6.472,,9744240000.0,402.088,4.17397,40.8,65.539,41.6536,1.8
Malawi,1970,4625141,6267369.0,0.3550654996247682,MWI,Sub-Saharan Africa,Low income,52.134,25.469,,290532000.0,61.7655,,204.4,39.756,49.8916,
Malawi,1980,6267369,9539665.0,0.5221163777017118,MWI,Sub-Saharan Africa,Low income,51.34,21.509,,1237660000.0,198.011,,149.7,44.296,66.2966,
Malawi,1990,9539665,11229387.0,0.17712592632969815,MWI,Sub-Saharan Africa,Low income,47.939,19.22,,1880770000.0,199.986,0.0,139.2,46.096,99.7507,
Malawi,2000,11229387,14718422.0,0.3107057402153831,MWI,Sub-Saharan Africa,Low income,43.727,18.137,,1743510000.0,156.386,0.126781,100.4,45.09,118.252,8.404
Malawi,2010,14718422,16938942.0,0.15086671655426104,MWI,Sub-Saharan Africa,Low income,40.292,10.789,,6959660000.0,478.669,2.26,55.4,55.564,154.217,6.324
Malawi,2015,16938942,,,MWI,Sub-Saharan Africa,Low income,35.839,7.415,,6373210000.0,380.597,5.3,40.3,61.953,177.612,5.786
Malaysia,1970,10306508,13215707.0,0.2822681552277454,MYS,East Asia & Pacific,Upper middle income,33.845,7.172,,3864170000.0,357.657,,41.8,64.595,32.8843,
Malaysia,1980,13215707,17517054.0,0.3254723337919038,MYS,East Asia & Pacific,Upper middle income,31.308,5.814,658.787,24488000000.0,1774.74,,25.2,68.117,41.9969,
Malaysia,1990,17517054,22945150.0,0.3098749367330831,MYS,East Asia & Pacific,Upper middle income,28.096,4.854,1157.36,44024200000.0,2441.74,0.0,14.3,70.865,54.877,
Malaysia,2000,22945150,28717731.0,0.251581750391695,MYS,East Asia & Pacific,Upper middle income,21.98,4.528,2747.06,93789700000.0,4043.66,21.3847,8.7,72.594,70.5958,3.0
Malaysia,2010,28717731,31068833.0,0.08186935102916035,MYS,East Asia & Pacific,Upper middle income,17.258,4.649,4145.52,255000000000.0,9040.57,56.3,6.8,74.493,85.8561,3.25
Malaysia,2015,31068833,,,MYS,East Asia & Pacific,Upper middle income,17.024,4.877,,297000000000.0,9799.37,71.0641,6.8,75.461,92.135,3.1
Maldives,1970,123243,164887.0,0.33790154410392476,MDV,South Asia,Upper middle income,50.348,21.249,,,,0.0,171.9,44.142,385.637,
Maldives,1980,164887,224957.0,0.3643101032828543,MDV,South Asia,Upper middle income,46.59,13.649,,42463600.0,268.295,0.0,103.3,53.046,527.573,
Maldives,1990,224957,282507.0,0.2558266690967607,MDV,South Asia,Upper middle income,41.126,8.683,,215089000.0,963.842,0.0,62.9,61.529,743.86,
Maldives,2000,282507,361575.0,0.2798797905892597,MDV,South Asia,Upper middle income,21.385,4.635,,624337000.0,2234.58,2.20387,31.9,70.173,931.327,1.97
Maldives,2010,361575,435582.0,0.2046795270690728,MDV,South Asia,Upper middle income,19.585,3.529,,2588180000.0,7076.66,26.53,11.9,75.905,1219.11,4.114
Maldives,2015,435582,,,MDV,South Asia,Upper middle income,16.421,3.058,,4109420000.0,9033.39,54.462,8.6,77.691,1516.38,5.678
Mali,1970,6153587,7372581.0,0.19809486727009792,MLI,Sub-Saharan Africa,Low income,50.357,31.937,,359772000.0,60.4757,,182.2,32.388,4.87551,
Mali,1980,7372581,8945026.0,0.2132828381268378,MLI,Sub-Saharan Africa,Low income,49.669,25.17,,1759690000.0,248.189,,149.0,39.677,5.81067,
Mali,1990,8945026,11239101.0,0.25646375985939,MLI,Sub-Saharan Africa,Low income,48.769,20.492,,2681910000.0,317.389,0.0,119.8,45.746,6.92508,
Mali,2000,11239101,15529181.0,0.38171024533012027,MLI,Sub-Saharan Africa,Low income,48.784,18.292,,2954130000.0,269.871,0.142546,101.8,48.069,8.9711,5.534
Mali,2010,15529181,18112907.0,0.16637876781782632,MLI,Sub-Saharan Africa,Low income,46.379,12.481,,10678700000.0,709.582,2.0,77.2,55.251,12.3336,8.07
Mali,2015,18112907,,,MLI,Sub-Saharan Africa,Low income,43.226,10.649,,13099500000.0,751.17,10.33,67.2,57.509,14.2919,7.729
Malta,1970,315414,333587.0,0.05761633916059528,MLT,Middle East & North Africa,High income: nonOECD,17.6,10.1,,250722000.0,828.422,,24.8,71.3053,945.781,
Malta,1980,333587,365392.0,0.09534244439981174,MLT,Middle East & North Africa,High income: nonOECD,17.7,10.2,1664.32,1250240000.0,3948.4,,15.0,73.0779,989.516,
Malta,1990,365392,399212.0,0.092558129351491,MLT,Middle East & North Africa,High income: nonOECD,15.2,7.8,2823.5,2547160000.0,7191.92,0.0,10.0,76.7861,1106.78,
Malta,2000,399212,418755.0,0.048953939260342874,MLT,Middle East & North Africa,High income: nonOECD,11.3,7.5,4311.86,4306190000.0,11039.1,13.1137,6.7,78.3488,1219.02,6.324
Malta,2010,418755,456579.0,0.09032489164308485,MLT,Middle East & North Africa,High income: nonOECD,9.4,7.3,4767.1,8741060000.0,21087.8,63.0,5.9,81.3976,1295.34,6.847
Malta,2015,456579,,,MLT,Middle East & North Africa,High income: nonOECD,9.7,7.7,,10701900000.0,24046.3,75.96,6.1,81.8976,1390.79,5.391
Mauritania,1970,1122198,1506694.0,0.3426275933480544,MRT,Sub-Saharan Africa,Lower middle income,46.279,15.551,,209348000.0,182.553,,104.4,50.404,1.11262,
Mauritania,1980,1506694,2006027.0,0.33140969566481315,MRT,Sub-Saharan Africa,Lower middle income,43.393,12.704,,709041000.0,460.225,,92.2,54.913,1.49475,
Mauritania,1990,2006027,2695003.0,0.34345300437132703,MRT,Sub-Saharan Africa,Lower middle income,40.212,9.827,,1019600000.0,501.193,0.0,71.1,59.688,1.97375,
Mauritania,2000,2695003,3419461.0,0.26881528517779013,MRT,Sub-Saharan Africa,Lower middle income,38.14,9.286,,1293650000.0,491.843,0.192031,69.5,60.706,2.55188,12.059
Mauritania,2010,3419461,3946220.0,0.15404737764226584,MRT,Sub-Saharan Africa,Lower middle income,36.502,8.33,,4337790000.0,1241.43,4.0,61.9,62.527,3.39012,10.594
Mauritania,2015,3946220,,,MRT,Sub-Saharan Africa,Lower middle income,34.991,7.606,,4832550000.0,1194.31,15.1991,55.4,63.936,3.92578,10.789
Mauritius,1970,830115,954865.0,0.15028038283852238,MUS,Sub-Saharan Africa,Upper middle income,27.5,7.9,,,,,60.4,63.118,406.897,
Mauritius,1980,954865,1090290.0,0.14182633147094093,MUS,Sub-Saharan Africa,Upper middle income,27.2,7.2,299.16,1131790000.0,1171.58,,32.2,66.9654,475.881,
Mauritius,1990,1090290,1215930.0,0.11523539608727953,MUS,Sub-Saharan Africa,Upper middle income,21.3,6.6,670.586,2653480000.0,2506.18,0.0,19.9,69.4049,521.564,
Mauritius,2000,1215930,1283330.0,0.05543082249800564,MUS,Sub-Saharan Africa,Upper middle income,17.0,6.7,1363.25,4663310000.0,3929.08,7.28154,16.3,71.6634,584.667,9.277
Mauritius,2010,1283330,1293153.0,0.00765430559559895,MUS,Sub-Saharan Africa,Upper middle income,12.0,7.3,1995.36,10003700000.0,8000.38,28.33,13.3,72.9673,615.961,7.654
Mauritius,2015,1293153,,,MUS,Sub-Saharan Africa,Upper middle income,10.1,7.7,,11692300000.0,9260.45,50.1393,12.5,74.3532,621.973,7.41
Mexico,1970,50289306,67705186.0,0.34631378687150705,MEX,Latin America & Caribbean,Upper middle income,43.029,9.802,,35520000000.0,689.795,,76.9,61.362,26.4891,
Mexico,1980,67705186,81720428.0,0.20700396569326315,MEX,Latin America & Caribbean,Upper middle income,34.809,6.899,887.054,205000000000.0,3027.38,,54.9,66.553,34.8576,
Mexico,1990,81720428,97873442.0,0.1976618869397013,MEX,Latin America & Caribbean,Upper middle income,28.802,5.447,1185.04,261000000000.0,3112.27,0.0,35.9,70.866,43.1817,
Mexico,2000,97873442,112532401.0,0.14977463447132064,MEX,Latin America & Caribbean,Upper middle income,23.85,4.737,1800.47,708000000000.0,7157.81,5.08138,22.2,74.34,50.8757,2.563
Mexico,2010,112532401,120149897.0,0.06769157977887631,MEX,Latin America & Caribbean,Upper middle income,20.042,5.266,2018.83,1060000000000.0,9271.4,31.05,14.9,75.065,58.6913,5.303
Mexico,2015,120149897,,,MEX,Latin America & Caribbean,Upper middle income,18.573,5.763,,1170000000000.0,9605.95,57.431,12.7,74.904,62.6859,4.313
Moldova,1970,3711140,4103240.0,0.10565486615972451,MDA,Europe & Central Asia,Lower middle income,19.62,9.514,,,,,,65.045,106.037,
Moldova,1980,4103240,4480199.0,0.0918686208947076,MDA,Europe & Central Asia,Lower middle income,21.063,10.846,,,,,39.7,64.951,118.299,
Moldova,1990,4480199,4251573.0,-0.051030322537012306,MDA,Europe & Central Asia,Lower middle income,18.574,10.354,3235.39,,,0.0,27.5,67.643,128.749,
Moldova,2000,4251573,3678186.0,-0.13486467244005926,MDA,Europe & Central Asia,Lower middle income,11.298,11.715,1638.1,1288430000.0,354.004,1.28285,26.0,67.006,126.74,8.46
Moldova,2010,3678186,3277388.0,-0.1089662132366335,MDA,Europe & Central Asia,Lower middle income,11.062,11.788,1722.89,6974960000.0,1958.13,32.3,14.8,69.616,124.169,7.446
Moldova,2015,3277388,,,MDA,Europe & Central Asia,Lower middle income,10.609,11.398,,7745230000.0,2179.23,69.0,14.0,71.478,123.806,3.694
Mongolia,1970,1293880,1697780.0,0.31216186972516774,MNG,East Asia & Pacific,Upper middle income,44.044,14.918,,,,,,55.364,0.823158,
Mongolia,1980,1697780,2161433.0,0.27309368705014786,MNG,East Asia & Pacific,Upper middle income,38.81,12.851,,,,,110.5,56.936,1.08758,
Mongolia,1990,2161433,2450979.0,0.1339602014034208,MNG,East Asia & Pacific,Upper middle income,32.224,10.058,1489.37,2560790000.0,1172.44,0.0,76.9,60.268,1.4059,
Mongolia,2000,2450979,2702520.0,0.10262878629315061,MNG,East Asia & Pacific,Upper middle income,19.307,7.688,1053.63,1136900000.0,474.217,1.25565,48.8,62.869,1.54318,6.074
Mongolia,2010,2702520,2964749.0,0.0970312893151577,MNG,East Asia & Pacific,Upper middle income,24.665,6.562,1488.66,7189480000.0,2643.29,10.2,22.0,67.38,1.75075,6.549
Mongolia,2015,2964749,,,MNG,East Asia & Pacific,Upper middle income,25.849,6.283,,11749600000.0,3918.58,22.5,15.9,69.111,1.93004,4.861
Montenegro,1970,530268,589324.0,0.1113700996477253,MNE,Europe & Central Asia,Upper middle income,21.52,7.348,,,,,,69.929,38.0972,
Montenegro,1980,589324,621442.0,0.0544997318962065,MNE,Europe & Central Asia,Upper middle income,18.621,6.741,,,,,,73.13,42.5731,
Montenegro,1990,621442,633324.0,0.019120046601291834,MNE,Europe & Central Asia,Upper middle income,16.487,7.159,,,,,14.8,74.627,45.0834,
Montenegro,2000,633324,631044.0,-0.003600053053413419,MNE,Europe & Central Asia,Upper middle income,13.688,9.746,,984298000.0,1627.07,,12.7,73.228,44.9777,30.423
Montenegro,2010,631044,633966.0,0.004630421967406393,MNE,Europe & Central Asia,Upper middle income,12.513,10.21,5419.52,4139190000.0,6682.28,37.5,5.8,75.151,46.0541,19.649
Montenegro,2015,633966,,,MNE,Europe & Central Asia,Upper middle income,11.837,10.372,,4052910000.0,6514.27,68.1196,3.1,76.452,46.2572,17.544
Morocco,1970,15274351,19678444.0,0.28833257792753353,MAR,Middle East & North Africa,Lower middle income,42.807,14.448,,3956330000.0,246.016,,120.2,52.572,35.8577,
Morocco,1980,19678444,24570814.0,0.24861569339527048,MAR,Middle East & North Africa,Lower middle income,37.907,11.132,236.868,21728800000.0,1078.84,,93.3,57.56,44.7905,
Morocco,1990,24570814,28554415.0,0.1621273515806192,MAR,Middle East & North Africa,Lower middle income,29.241,7.393,359.166,30180100000.0,1206.01,0.0,62.5,64.732,55.5847,
Morocco,2000,28554415,32464865.0,0.13694729869268904,MAR,Middle East & North Africa,Lower middle income,22.236,6.341,490.038,38857300000.0,1334.94,0.693791,41.7,68.684,64.5164,13.58
Morocco,2010,32464865,34680458.0,0.06824587134429791,MAR,Middle East & North Africa,Lower middle income,21.21,5.225,775.955,93216700000.0,2839.93,52.0,27.5,74.382,72.4701,9.09
Morocco,2015,34680458,,,MAR,Middle East & North Africa,Lower middle income,20.31,5.118,,101000000000.0,2875.26,57.08,21.9,75.726,77.6688,9.46
Mozambique,1970,8411676,11413587.0,0.3568743018632672,MOZ,Sub-Saharan Africa,Low income,47.141,23.205,,,,,181.7,41.343,11.4738,
Mozambique,1980,11413587,13303459.0,0.16558089932639056,MOZ,Sub-Saharan Africa,Low income,46.628,21.493,37.1447,3526290000.0,303.201,,175.7,43.515,14.7895,
Mozambique,1990,13303459,17768505.0,0.3356304552071758,MOZ,Sub-Saharan Africa,Low income,44.842,19.863,42.1951,2512080000.0,193.426,0.0,160.6,45.261,16.5153,
Mozambique,2000,17768505,23073723.0,0.2985742469611259,MOZ,Sub-Saharan Africa,Low income,44.769,16.462,125.622,5016470000.0,283.225,0.109593,113.4,48.946,22.5234,2.649
Mozambique,2010,23073723,26843246.0,0.1633686509975005,MOZ,Sub-Saharan Africa,Low income,40.715,12.89,453.306,10154200000.0,431.515,4.17,72.3,52.31,29.9239,3.816
Mozambique,2015,26843246,,,MOZ,Sub-Saharan Africa,Low income,38.607,10.025,,14798400000.0,547.238,16.9335,59.3,57.206,34.388,3.426
Myanmar,1970,27284112,33465781.0,0.22656661869735764,MMR,East Asia & Pacific,Lower middle income,39.927,16.526,,,,,118.4,48.796,41.7252,
Myanmar,1980,33465781,40099553.0,0.19822552475317998,MMR,East Asia & Pacific,Lower middle income,35.386,13.514,33.9525,,,,97.6,52.91,52.3676,
Myanmar,1990,40099553,45538332.0,0.13563191090933108,MMR,East Asia & Pacific,Lower middle income,27.486,11.008,44.1028,,,0.0,81.5,56.849,63.2482,
Myanmar,2000,45538332,49390988.0,0.08460248390301164,MMR,East Asia & Pacific,Lower middle income,24.588,9.864,75.2573,8905070000.0,190.606,,65.0,60.063,71.4871,1.223
Myanmar,2010,49390988,51483949.0,0.04237536208022403,MMR,East Asia & Pacific,Lower middle income,19.782,8.858,124.306,49540800000.0,979.052,0.25,48.5,63.525,77.4589,0.91
Myanmar,2015,51483949,,,MMR,East Asia & Pacific,Lower middle income,18.041,8.295,,59687400000.0,1133.0,21.7258,40.6,65.81,80.665,0.766
Namibia,1970,754467,975994.0,0.2936205294598703,NAM,Sub-Saharan Africa,Upper middle income,43.044,14.537,,,,,63.4,52.669,0.99293,
Namibia,1980,975994,1369011.0,0.4026838279743523,NAM,Sub-Saharan Africa,Upper middle income,41.797,11.333,,2422100000.0,2289.91,,65.6,57.374,1.28476,
Namibia,1990,1369011,1819141.0,0.32879940336491087,NAM,Sub-Saharan Africa,Upper middle income,37.795,8.546,,2785760000.0,1944.14,0.0,49.6,61.608,1.74046,
Namibia,2000,1819141,2099271.0,0.15399026243705133,NAM,Sub-Saharan Africa,Upper middle income,30.866,12.685,1052.06,3833990000.0,2136.44,1.64474,47.2,52.192,2.17976,20.3
Namibia,2010,2099271,2282704.0,0.08737938074693548,NAM,Sub-Saharan Africa,Upper middle income,30.448,11.342,1586.22,11282200000.0,5324.62,11.6,36.3,56.665,2.57367,22.1
Namibia,2015,2282704,,,NAM,Sub-Saharan Africa,Upper middle income,29.904,8.669,,11650700000.0,5032.89,25.6879,33.5,62.119,2.81177,20.831
Nepal,1970,12501285,15600442.0,0.2479070751526743,NPL,South Asia,Low income,42.658,22.327,,865975000.0,71.7186,,176.8,40.881,84.4379,
Nepal,1980,15600442,19616530.0,0.2574342444912779,NPL,South Asia,Low income,41.749,17.973,12.3865,1945920000.0,129.586,,139.7,46.776,105.01,
Nepal,1990,19616530,24559500.0,0.25197983537353447,NPL,South Asia,Low income,38.458,12.839,35.175,3627560000.0,191.879,0.0,97.2,54.404,132.206,
Nepal,2000,24559500,27161567.0,0.10594951037276817,NPL,South Asia,Low income,31.547,8.518,58.811,5494250000.0,229.49,0.204652,59.9,62.288,167.012,1.82
Nepal,2010,27161567,27610325.0,0.016521800822463593,NPL,South Asia,Low income,22.692,6.815,102.542,16002700000.0,592.401,7.93,37.3,67.611,188.442,1.522
Nepal,2015,27610325,,,NPL,South Asia,Low income,20.844,6.502,,21410800000.0,792.553,17.5816,29.8,69.515,188.455,1.429
Netherlands,1970,13037686,14130387.0,0.08381096154639711,NLD,Europe & Central Asia,High income: OECD,18.3,8.4,2948.34,38164700000.0,2927.07,,12.6,73.5856,386.212,
Netherlands,1980,14130387,14944548.0,0.05761774252892012,NLD,Europe & Central Asia,High income: OECD,12.8,8.1,4364.16,195000000000.0,13791.9,,8.8,75.7432,419.129,
Netherlands,1990,14944548,15899135.0,0.06387526742193876,NLD,Europe & Central Asia,High income: OECD,13.2,8.6,5218.2,318000000000.0,21290.9,0.334387,6.8,76.878,442.876,
Netherlands,2000,15899135,16617116.0,0.04515849447155459,NLD,Europe & Central Asia,High income: OECD,13.0,8.8,6507.11,416000000000.0,26149.4,43.9844,5.1,77.9878,471.727,2.725
Netherlands,2010,16617116,17041107.0,0.025515318061208696,NLD,Europe & Central Asia,High income: OECD,11.1,8.2,7006.27,847000000000.0,50950.0,90.72,3.8,80.7024,492.6,4.45
Netherlands,2015,17041107,,,NLD,Europe & Central Asia,High income: OECD,10.1,8.7,,765000000000.0,45175.2,91.7241,3.4,81.5098,502.818,6.872
New Caledonia,1970,110982,148599.0,0.33894685624695897,NCL,East Asia & Pacific,High income: nonOECD,35.0,9.3,,358816000.0,3203.71,,,63.0293,6.12691,
New Caledonia,1980,148599,177264.0,0.19290170189570588,NCL,East Asia & Pacific,High income: nonOECD,26.2,7.2,,1182460000.0,8443.11,,,66.5695,7.66138,
New Caledonia,1990,177264,221537.0,0.24975742395523062,NCL,East Asia & Pacific,High income: nonOECD,25.6,5.4,,2529310000.0,14800.0,0.0,,70.4854,9.34896,
